"Post_Title","Address","Price","Beds","Baths","SQFT","Pets","Desc","Scrape_Date","Scrape_Zip","link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,000 - $9,317","2","2","929 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:25",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,128 - $9,588","2","2","1,013 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:25",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,136 - $9,588","2","2","1,013 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:25",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,128 - $9,542","2","2","1,013 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:26",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,268 - $9,843","2","2","1,056 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:26",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,263 - $9,837","2","2","1,098 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:26",2118,"No Link"
"Ink Block Apartments","300 Harrison Ave,Boston, MA 02118","$4,511 - $10,388","2","2","1,107 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:26",2118,"No Link"
"345 Harrison Apartments","345 Harrison Ave,Boston, MA 02118","$2,874 - $13,317","0-3","1-3","467-1,572"," Cats, small dogs, large dogs ","345 Harrison345 Harrison offers studio, one bedroom, two bedroom, and three bedroom apartments for rent in Boston, MA.345 Harrison Apartments feature quartz countertops, stainless steel appliances, and wood plank flooring. Select apartments feature magnificent Downtown and Back Bay views. Residents are invited to enjoy the convenient on-site amenities including a resort-style pool, two-story fitness center complete with a yoga room, and a Sky Deck with breathtaking views. Living in the South End provides convenient access to the best of Boston. Come see these brand-new South End apartments for yourself by scheduling an appointment today.Lease Details: Up to 2 Dogs welcome with $125.00 rent.Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. ALL ANIMALS MUST BE AUTHORIZED BY MANAGEMENT. Please see leasing center for details.Up to 2 Cats welcome with $50.00 rent.Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. ALL ANIMALS MUST BE AUTHORIZED BY MANAGEMENT. Please see leasing center for details.Assigned tandem parking is $600 per month.","2018-11-09 10:54:38",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$2,885","1","1","547 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:44",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,475","1","1","740 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:44",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$2,980 - $3,020","1","1","608 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:44",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$2,980","1","1","608 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:44",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,020","1","1","608 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,260 - $3,300","1","1","719 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,300","1","1","719 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,260","1","1","719 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","1","1","570 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","1","1","643 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","1","1","700 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:45",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","1","1","700 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","1","1","701 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,715","2","1","921 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$4,035","2","2","955 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$4,810","2","2","1,091 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,545","2","1","810 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:46",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","$3,545","2","1","810 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","1","679 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","1","706 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","1","749 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","2","960 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","2","1,036 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","2","2","1,188 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Girard Apartments","50 Malden St,Boston, MA 02118","Contact for price","3","2","1,644 Sqft","Cats, small dogs, large dogs",NA,"2018-11-09 10:54:47",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$3,000 - $3,300","1","1","-","Catsallowed",NA,"2018-11-09 10:55:00",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$2,500 - $3,000","1","1","-","Catsallowed",NA,"2018-11-09 10:55:00",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$3,000 - $3,200","1","1","-","Catsallowed",NA,"2018-11-09 10:55:00",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$3,000 - $3,400","1","1","-","Catsallowed",NA,"2018-11-09 10:55:00",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$3,300 - $3,600","2","1","-","Catsallowed",NA,"2018-11-09 10:55:00",2118,"No Link"
"Piano Craft Guild Apartments","791 Tremont St,Boston, MA 02118","$4,600 - $4,800","3","2","-","Catsallowed",NA,"2018-11-09 10:55:01",2118,"No Link"
"99 E Brookline St #2","Boston, MA 02118","$2,350","2",NA,"660"," Cats, small dogs ","99 E Brookline StThis unit features an open floor plan, high ceilings and hardwood floors through-out. NO FEE. Bright and sunny two bedroom open floor located in a classic rowhouse in the South End! Unit features a private walk-out deck, renovated kitchen with granite counters, stainless appliances and cherry wood cabinets. Spacious modern bathroom features natural travertine tiles.The building provides common laundry and is pet friendly.","2018-11-09 10:55:14",2118,"No Link"
"Lofts at East Berkeley","160 E Berkeley St,Boston, MA 02118","$3,400","2","1","-","No pets allowed",NA,"2018-11-09 10:55:24",2118,"No Link"
"Douglass Park Apartments","650 Columbus Ave,Boston, MA 02118","$2,700","1","1","702 Sqft","No pets allowed",NA,"2018-11-09 10:55:32",2118,"No Link"
"Douglass Park Apartments","650 Columbus Ave,Boston, MA 02118","Contact for price","1","1","720 Sqft","No pets allowed",NA,"2018-11-09 10:55:33",2118,"No Link"
"Douglass Park Apartments","650 Columbus Ave,Boston, MA 02118","$4,250","2","2","1,056 Sqft","No pets allowed",NA,"2018-11-09 10:55:33",2118,"No Link"
"Douglass Park Apartments","650 Columbus Ave,Boston, MA 02118","Contact for price","2","2","1,065 Sqft","No pets allowed",NA,"2018-11-09 10:55:33",2118,"No Link"
"Douglass Park Apartments","650 Columbus Ave,Boston, MA 02118","$5,400 - $5,450","3","2","1,556 Sqft","No pets allowed",NA,"2018-11-09 10:55:33",2118,"No Link"
"150 Camden Apartments","150 Camden St,Boston, MA 02118","$2,800","1","1","-","No pets allowed",NA,"2018-11-09 10:55:47",2118,"No Link"
"150 Camden Apartments","150 Camden St,Boston, MA 02118","$3,700","2","2","-","No pets allowed",NA,"2018-11-09 10:55:47",2118,"No Link"
"150 Camden Apartments","150 Camden St,Boston, MA 02118","$5,600","3","2","-","No pets allowed",NA,"2018-11-09 10:55:47",2118,"No Link"
"Northampton St and Tremont St","Boston, MA 02118","$3,100","2",NA,"1,030"," Cats allowed ","Boston, MAAvailable now Located on a tremont Mass ave intersection ! close to T stops ( Green and orange) NO FEE ! This unit gets an enormous amount of sunlight, facing camden st. has one separate bedroom by the kitchen and a large living room. the kitchen has stainless steel appliances and maple cabinets. Recently renovated with the addition of track lighting and bedroom lighting. Also remodeled bedroom with walk-in closet space.Exposed brick, oversized windows and high-gloss maple flooring accentuate these unique living spaces in the heart of an emerging, cosmopolitan neighborhood. Common Patio , indoor pool , Yard, Beautiful Landscaping, Laundry, Gym, off street Parking, Hardwood Floors, Heat - Hot Water - Electricity included, No Broker Fee for more information please call : Fadi 339-227-2547 or fadisafieddine2@gmail.comPlease read important facts !- Upfront cost is First and a negotiable security only No need to pay a broker fee - Laundry is shared with many laundry machines - indoor pool and Gym- The unit is a large loft ! - Heat is Gas- Professionals or students are welcomed - Off street parking included - Please note pictures are sample of many apartments in the building -Rent Includes: Electricity, Gas, Heat, Hot WaterPlease call : Fadi 339-227-2547 or fadisafieddine2@gmail.com for more information and showingsLease Details: Rent Includes: Electricity, Gas, Heat, Hot Water","2018-11-09 10:55:57",2118,"No Link"
"13 Worcester St #U1A","Boston, MA 02118","$4,250","2",NA,NA," No pets allowed ","13 Worcester StAmazing unit, stainless steel appliances6 skylightstwo story granite and maple entrywaymarble and glass bath with power skylightgas fireplace11 foot ceilingscentral airbi level roof top deck2 garage parking spotsmuch much morecontact for a showingBoston Pads is not responsible for any errors omissions and change in price prior sale rent and withdrawal without notice. All information from sources reliable but not guaranteed. Photographs videos description and information about the properties reflect conditions at the time the information was obtained. We are pledged to this letter and spirit of U.S. policy for the achievement of equal housing opportunity throughout the Nation. We encourage and support an affirmative advertising and marketing program in which there are no barriers to obtaining housing because of race color religion sex handicap familial status or national origin","2018-11-09 10:56:07",2118,"No Link"
"13 Worcester St #U","Boston, MA 02118","$4,250","2",NA,"1,100"," Cats, small dogs, large dogs ","13 Worcester StAmazing renovated 2 bed 1 bath Penthouse unit in a Prime Back bay location. ~Laundry in unit ~Central air ~Parking included ~Pets Friendly ~Modern open kitchen~Stainless steel appliances~Granite countertops ~Large open living space ~Good size bedroom~Plush Modern bathroom ~Immaculate Refinished hardwood floors ~Large windows let in lots of sunlight~Private Roof Deck with shower ~Close to many amenities ~AMAZING UNIT DON'T MISS OUT CALL, TEXT, OR EMAIL TODAY FOR A SHOWING OR MORE INFO","2018-11-09 10:56:18",2118,"No Link"
"35 Union Park #G-1","Boston, MA 02118","$7,500","3","4","2,145"," Cats, small dogs, large dogs ","35 Union ParkAn extraordinary offering at this masterfully restored residence overlooking desirable Union Park. Architecturally designed, this garden level duplex combines old world charm and modern edge, defining living space and attention to detail like no other. This home features 3 bedrooms and 4 full marble baths. The entry level denotes open concept living with private entrance, an elegant bow front living room with fountain views of the Park, a dining room with dramatic adjacent study, a stunning chef's kitchen, a family room with gas fireplace, and discreet full bath. A lovely deck overlooks serene upper and lower patios. Generous closets exist throughout, and on the garden level a full size washer/dryer is cleverly concealed. The impressive master is lavishly appointed including an en suite bath with soaking tub and shower. The airy 2nd and 3rd bedrooms include an en suite and 3rd bath and open to the lower patio with 885 sq. ft. of charming garden beyond. An exercise room completes this remarkable unit.","2018-11-09 10:56:28",2118,"No Link"
"Columbus Ave and State Rte 28","Boston, MA 02118","$2,600",NA,NA,"800"," No pets allowed ","W Newton St, BostonLOCATION, LOCATION, LOCATION! A MUST SEE GREAT apartment in PRIME LOCATION in the South End. On W. Newton Street between Columbus & Tremont. No cookie cutter box here; this beautiful 800 sf 1-bedroom apartment is in a historic landmark district on a desirable tree-lined street. Easy steps away to T, shopping, Restaurant Row, many neighborhood parks. This pretty apartment has high ceilings and tall windows for an airy feeling and lots of sunlight, pumpkin pine wood floors throughout, views of Boston, a full size kitchen with gas cooking, marble fireplaces. Includes:- 800 sf of living space;- high ceilings and tall windows;- great closet space;- views of Boston;- 1 large bedroom;- large living room;- dining area;- full size kitchen with gas cooking;- beautiful hand-carved marble fireplaces;- heat;- hot water;- great light throughout apartment.Looking for a non-smoking and reliable tenant to enjoy this charming one-of-a-kind apartment. Available NOW, $2,600/month. There is NO BROKER FEE. Owner pay for heat, hot water, and gas for cooking.Lease Details: Landlord pays heat, hot water, and gas for cooking","2018-11-09 10:56:36",2118,"No Link"
"11 Saint George St","Boston, MA 02118","$4,500","2","2","99,999"," No pets allowed ","2 bed, 2.0 bath, 99999 sqft, $4,500Send this listing to your phone for free! Msg: TKC3 To: 26971Luxury listing.Posted by: RegiserSigns.com helping you rent or sell stuff fast. Get Your Own Free AccountLease Details: 1 Year","2018-11-09 10:56:46",2118,"No Link"
"30 Rutland Sq #LL","Boston, MA 02118","$6,300","2","2.5","1,507"," No pets allowed ","30 Rutland SqLocated within historic Rutland Square, this spectacular garden duplex features two large bedrooms with beautiful en-suite baths, open living room, dining area, built-in shelves with defined work space, hardwood floors, guest bath, central air, and laundry. Beautiful spacious kitchen with white cabinets, granite counters and stainless appliances. Huge sliding glass door leads to a private patio and a direct access to the included tandem parking space. If your looking for a great space in the heart of the South End, look no further! If you like what you see, call today to schedule a showing before winter hits.","2018-11-09 10:56:57",2118,"No Link"
"30 Rutland Sq #1A","Boston, MA 02118","$6,300","2","2.5","1,507"," No pets allowed ","30 Rutland SqLocated within historic Rutland Square, this spectacular garden duplex features two large bedrooms with beautiful en-suite baths, open living room, dining area, built-in shelves with defined work space, hardwood floors, guest bath, central air, and laundry. Beautiful spacious kitchen with white cabinets, granite counters and stainless appliances. Huge sliding glass door leads to a private patio and a direct access to the included tandem parking space.","2018-11-09 10:57:05",2118,"No Link"
"30 Concord Sq #2","Boston, MA 02118","$6,000","4","3","3,050"," No pets allowed ","4 bed, 3.0 bath, 3050 sqft, $6,000A Quintessential Triplex on one of the prettiest streets in the South End. Renovations to this spacious home left many original details intact; soaring ceilings, bay windows, plantation shutters, pocket doors, stained glass, exposed brick, original moldings, and marble mantles. The parlor level offers a grand living room overlooking Concord Square as well as the kitchen, beautifully renovated by Boston Green Builders in 2011, a space perfect for entertaining at the breakfast bar or in the dining area complete with a fireplace and cafe nook. A half bath completes this level. A front facing master suite with 2 walk-in closets and a full bath, as well as a second king-sized bedroom with a walk-in closet, a full bathroom, and laundry, can be found on the second floor. The third floor hosts a large and cozy family room, a third king sized bedroom with a walk-in closet and a smaller fourth bedroom. A fully enclosed, private patio leads to a direct access parking space.","2018-11-09 10:57:17",2118,"No Link"
"36 Upton St #II","Boston, MA 02118","$3,100",NA,NA,"950"," No pets allowed ","1 bed, 1.0 bath, 950 sqft, $3,100FULLY FURNISHED, with EVERYTHING provided, dishes, silverware, sheets, and ALL utilities. Just move in! Flexible lease terms. Parlor & 2nd floor Philly duplex condominium w/amazing original detail, high ceilings and hardwood floors. Kitchen with granite counter tops and stainless appliances, plus gas cooking. Kitchen is open to dining room with ornamental fireplace, and access to large private deck. Separate large living room has ornamental fireplace, and more stunning original detail. Upstairs features a full bath, hardwood floors, a bedroom with very good closet storage, and washer/dryer. Rent includes everything, heat, hot water, electricity, gas cooking, internet. Available now. One year lease preferred, but flexible. Bike storage direct from the alley in basement. Parking can be direct access, available directly behind the building for $250.00 month. 1st/Security/One MO Broker Fee due at lease signing. A beautiful home!","2018-11-09 10:57:25",2118,"No Link"
"44 W Newton St #1","Boston, MA 02118","$4,700","2","2.5","2,000"," Cats allowed ","44 W Newton StSouth End HUGE 2 bedroom 2.5 bath duplex on Blackstone Park with gorgeous original details! 12 ft ceilings and ornate carvings on main entertaining level which consists of oversized fireplaced living room, formal fireplaced dining room and fireplaced eat in kitchen. Access to private patio from the dining room. Downstairs has two enormous bedroom suites and laundry. Heat and hot water included, parking available to rent. Available for Jan 1 move in, or possibly later.","2018-11-09 10:57:36",2118,"No Link"
"158 W Brookline St #3","Boston, MA 02118","$4,500","2","2","1,300"," No pets allowed ","2 bed, 2.0 bath, 1300 sqft, $4,500Beautiful furnished, short term two bedroom, two and a half bathrooms penthouse duplex in the heart of the desirable South End. This completely renovated apartment features high ceilings including 20' ceilings in the atrium with two Juliette interior balconies and a polished white, baby grand, an open concept kitchen, pristine bathrooms, walk out kitchen balcony with acrylic decking and roof deck and is turn-key; just bring your suitcase! There is a queen size bed, linens, dishes, utensils, 60"" TV. All utilities and WiFi is included in the rent, free common laundry in the building. Parking is available for an additional $275/mo. Close to T, Restaurants, Museums, Stadiums! Short distance to Back Bay and Prudential Center. Sorry no pets or undergrads. **Available 1/1/2018 - 4/10/2019**","2018-11-09 10:57:46",2118,"No Link"
"Alley 516 and W Springfield St","Boston, MA 02118","$3,100",NA,NA,"670"," No pets allowed ","Massachusetts Ave, BostonCharming 1 bedroom South End Apartment for rent from Dec 1-Mar 31Fully furnished, all utilities incl. (Wifi, Cable, heat, hot water, gas, electricity), kitchen with granite countertop and stainless steel appliances, large outdoor deck. Washer and Dryer in unit.Lease Details: available from 12/01/2019 until 03/31/2019. Lease options are month by month or entire 4 months","2018-11-09 10:57:58",2118,"No Link"
"Harrison Ave and Thayer St","Boston, MA 02118","$3,750","2","2",NA," No pets allowed ","Harrison Ave, Boston2 bed 2 bath in South End. All utilities included. High ceilings. Spacious with gleaming hardwood flooring, Updated kitchen with granite counter tops and stainless steel appliances. Close to public transportation. in unit laundryCall/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 10:58:08",2118,"No Link"
"46 W Newton St #5S","Boston, MA 02118","$1,750",NA,NA,NA," No pets allowed ","46 W Newton StStudio in South End*heat and hot water included*hard wood floors*close to public transportation.*laundry in the building *park across the streetCall/Text Jake to schedule an appointment at 781-364-5148Lease Details: 12 Months","2018-11-09 10:58:18",2118,"No Link"
"Milford St and Tremont St","Boston, MA 02118","$3,500",NA,NA,"1,000"," Cats, small dogs, large dogs ","Tremont St, BostonDesirable 2 bed in South EndHot water included. Pet friendlySpacious and elegant living room with many windows for natural sunlight and ceiling fan. Choice kitchen with polka dot tile back drop and is equipped with dishwasher and granite counter top. Laundry in unit.Call/Text Jake to schedule an appointment at 781-364-5148Lease Details: 12 Months","2018-11-09 10:58:34",2118,"No Link"
"Camden St and Columbus Ave","Boston, MA 02118","$2,500",NA,NA,"1,000"," No pets allowed ","Columbus Ave, Boston1 Bed in South End on Columbus Ave. Magnificent living room with high ceilings and many windows. exposed brick and hardwood flooring. Stainless steel appliances. 2 floors with spiral stairs. Laundry in unitCall/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 10:58:44",2118,"No Link"
"Massachusetts Ave and Shawmut Ave","Boston, MA 02118","$3,100","2",NA,"1,000"," No pets allowed ","Massachusetts Ave, Boston2 Bed in South End on Massachusetts Ave. Laundry in unit. Choice living room with gleaming hardwood floors and high ceilings. Kitchen equipped with dishwasher. Carpeted flooring.Call/Text Jake to schedule an appointment at 781 364 5148Lease Details: 12 Months","2018-11-09 10:58:57",2118,"No Link"
"30 Rutland Sq #1","Boston, MA 02118","$6,300","2","2.5","1,507"," No pets allowed ","2 bed, 2.5 bath, 1507 sqft, $6,300Located within historic Rutland Square, this spectacular garden duplex features two large bedrooms with beautiful en-suite baths, open living room, dining area, built-in shelves with defined work space, hardwood floors, guest bath, central air, and laundry. Beautiful spacious kitchen with white cabinets, granite counters and stainless appliances. Huge sliding glass door leads to a private patio and a direct access to the included tandem parking space.","2018-11-09 10:59:07",2118,"No Link"
"Massachusetts Ave and Shawmut Ave","Boston, MA 02118","$3,100","2",NA,NA," No pets allowed ","Massachusetts Ave, BostonFantastic and spacious 2 bedroom available in the South End!- Hardwood flooring- Modern kitchen- Modern bathroom- Bay windows bringing in tons of natural lighting- Updated kitchen appliances (dishwasher, stove and fridge!)- Fireplace- Spacious, carpeted bedrooms- Laundry in unit- Tiled bathroom flooring and shower/bathTo schedule an appointment, or to ask any additional questions about the unit, call/text 508-369-8451 or email josh@newwavebostonre.com","2018-11-09 10:59:14",2118,"No Link"
"Columbus Ave and Wellington St","Boston, MA 02118","$2,875","2",NA,NA," Cats allowed ","Boston, MA2 bed 1 bath in the South End. Unit is carpeted throughout, kitchen with all major appliances that overlooks large living room, decorative fireplace and modern bath. Large closets in bedrooms, front facing pricing lots of sunlight! Hot water is included in rent. Cat friendly.","2018-11-09 10:59:28",2118,"No Link"
"Camden St and Northampton Pl","Boston, MA 02118","$2,600",NA,NA,NA," Cats, small dogs ","1 bed, 1.0 bath, $2,600Small Pets OK.Private roof deck, renovated apartment with modern appliances. One bedroom leads to another so it is better for a couple or single working professional instead of roommates.(RLNE2390297)","2018-11-09 10:59:39",2118,"No Link"
"Deacon St and Lincoln Pl","Boston, MA 02118","$4,250","2",NA,NA," No pets allowed ","Worcester St, BostonPremium Boston Penthouse for Rent! Live in the heart of the South End in style. Experience true Boston living! 2 Bedroom South End penthouse w/ amazing private rooftop deck & 2 car garage parking! Incredible views of Boston from a beautiful 900+ sq. ft. mahogany bi-level roof top deck!South End Penthouse Features:-Large gas fireplace w/ coffee granite hearth and exposed brick.-42"" flat screen Toshiba television and sub woofer.-Granite and maple entry w/ industrial copper skylight.-11 foot high ceilings.-Very bright and sunny w/ 6 skylights.-Amazing roof top deck with amazing Boston view!-Designer marble and glass bath w/ power skylight.-Rooftop shower.-Built-in Bosch gas washer and dryer.-Two car garage parking!Lease Details: Move in now, get the rest of October free!","2018-11-09 10:59:45",2118,"No Link"
"Harrison Ave and Randolph St","Boston, MA 02118","$3,750","2","2",NA," Cats allowed ","Boston, MAbeautiful 2 bedrooms and 2 baths located in the South end, it features A/C granite counter top hardwood floor laundry in the unit and Stainless steel appliances. Hot water is included. feel free to contact me at 857-222-8569","2018-11-09 11:00:00",2118,"No Link"
